loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
30000, 60 months,22.99,845.55,F,F1,Landscape Architect,8 years,RENT,86376,Verified,Mar-15,Charged Off,debt_consolidation,Debt consolidation,15.09,Feb-94,12,0,10898,8.1,30,w,INDIVIDUAL,3,0,"74956 Robert Valleys Apt. 047
Lake Kathrynton, ND 22690"
12000, 60 months,17.58,301.99,D,D4,Wells Fargo,10+ years,MORTGAGE,83000,Verified,Dec-11,Fully Paid,debt_consolidation,Myloan,16.27,Aug-90,10,0,26267,94.1,23,f,INDIVIDUAL,,0,"PSC 4747, Box 0361
APO AA 29597"
7500, 36 months,14.99,259.96,C,C5,Manager,5 years,RENT,64000,Not Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,3.69,Jan-08,7,1,6861,56.7,10,w,INDIVIDUAL,0,1,"Unit 7545 Box 5872
DPO AP 30723"
28000, 60 months,16.59,689.72,D,D1,Occupational Therapist,1 year,MORTGAGE,107000,Verified,Feb-14,Charged Off,credit_card,Credit card refinancing,24.18,Jan-82,25,0,38812,79.7,46,f,INDIVIDUAL,2,0,"826 Kimberly Fork Suite 895
Terryland, NY 22690"
7200, 36 months,18.75,263.02,D,D3,,,RENT,55500,Verified,Jun-13,Fully Paid,debt_consolidation,Debit ,27.31,Jun-91,15,0,12999,53.5,63,f,INDIVIDUAL,0,0,"981 David Shoals
West Natalie, MN 05113"
13800, 36 months,13.99,471.59,C,C3,The Boeing Company,4 years,RENT,67300,Verified,Aug-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,11.34,Dec-98,9,0,23639,71.6,17,f,INDIVIDUAL,,0,"8048 Foster Mission
East Erica, NC 05113"
25000, 36 months,12.35,834.55,B,B4,Lewis and Roca LLP,10+ years,MORTGAGE,103000,Verified,Jun-13,Fully Paid,debt_consolidation,consolidation-2 hi interest credit cards,11.43,Apr-92,11,0,17279,73.8,24,f,INDIVIDUAL,5,0,"6365 Danny Hollow
South Marthahaven, CA 05113"
18150, 36 months,8.9,576.33,A,A5,San Jose Unified School District,10+ years,RENT,89000,Not Verified,Mar-13,Fully Paid,debt_consolidation,Debt consolidation,12.69,Sep-92,4,0,30859,83.9,16,f,INDIVIDUAL,0,0,"13192 Lopez Court
Bakerchester, TX 70466"
10800, 36 months,5.32,325.24,A,A1,Counselor,3 years,MORTGAGE,32400,Not Verified,Oct-15,Charged Off,debt_consolidation,Debt consolidation,10.37,Oct-08,17,0,9393,38,26,w,INDIVIDUAL,1,0,"31954 Duncan Unions
South Josephtown, OR 11650"
25000, 60 months,15.61,602.79,D,D1,administrative director,10+ years,MORTGAGE,127000,Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,17.7,Mar-91,11,0,58760,51,32,w,INDIVIDUAL,8,0,"1650 Michael Way
Warrenbury, WI 22690"
20950, 60 months,22.99,590.48,F,F1,,,RENT,60324,Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,27.81,Sep-99,8,3,10209,43.1,20,f,INDIVIDUAL,2,1,"03677 Smith Lane Suite 507
Maryland, SD 30723"
19700, 36 months,7.9,616.42,A,A4,"Magnum Restaurant & Bar Group, LLC",4 years,RENT,50400,Not Verified,Sep-12,Fully Paid,debt_consolidation,Debt Consolidation,7.74,Feb-05,8,0,3419,19.2,16,f,INDIVIDUAL,0,0,"063 Benjamin Meadows
Matthewchester, ME 29597"
19750, 60 months,16.29,483.34,C,C4,buy for less foods,8 years,MORTGAGE,45000,Verified,Mar-13,Charged Off,debt_consolidation,debt consolidate,24.75,Nov-98,6,0,15900,82.4,22,f,INDIVIDUAL,1,0,"511 Juarez Island
Port Susan, VA 86630"
6250, 36 months,21,235.47,E,E2,MGN Funding Corp,3 years,RENT,50000,Verified,Feb-13,Fully Paid,small_business,Business,16.03,Jun-00,16,0,13059,70.2,45,f,INDIVIDUAL,0,0,"Unit 6527 Box 1049
DPO AE 00813"
30000, 36 months,14.99,1039.82,C,C5,Software QA Engineer,2 years,RENT,86000,Source Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,20.56,Aug-94,6,0,31001,83.8,15,w,INDIVIDUAL,0,0,"9682 Morgan Island Apt. 494
Lake Thomas, NE 30723"
6000, 36 months,15.62,209.82,D,D1,United States Goverment,1 year,MORTGAGE,35000,Source Verified,Jul-11,Fully Paid,debt_consolidation,Credit Card Payoff,22.22,Jul-04,7,0,3795,84.3,15,f,INDIVIDUAL,,0,"74754 Cox Passage Apt. 250
Leahfort, AK 70466"
9600, 36 months,17.27,343.56,D,D1,ZRS management,4 years,RENT,25000,Verified,May-12,Fully Paid,credit_card,loan,24.14,Sep-04,6,0,9557,91.9,12,f,INDIVIDUAL,0,0,"55099 Li Cliff
Craigfort, AL 22690"
6000, 36 months,12.12,199.63,B,B3,Pulice Construction Inc,< 1 year,RENT,28800,Not Verified,Jun-13,Fully Paid,debt_consolidation,credit card/loan consolidation,20.58,Jun-08,7,0,4913,21.8,8,f,INDIVIDUAL,0,0,"8757 Madison Field Apt. 327
North Kevintown, OR 00813"
15000, 36 months,15.81,525.95,C,C4,"Atlas Liquors, Inc.",10+ years,RENT,46706,Verified,May-12,Fully Paid,other,personal,14.67,Oct-01,13,0,9224,77.5,25,f,INDIVIDUAL,0,0,"05966 Morales Cape Suite 768
Crystalfort, RI 48052"
5700, 36 months,7.62,177.62,A,A3,Ultra Group of Companies,6 years,MORTGAGE,34673,Not Verified,Jul-12,Fully Paid,debt_consolidation,Debt Loan,21.98,Oct-98,13,0,16707,29.2,19,f,INDIVIDUAL,2,0,"USNV Foster
FPO AE 48052"
22225, 36 months,13.33,752.39,C,C3,Programming,4 years,OWN,152000,Verified,Oct-15,Charged Off,car,Car financing,18.5,Aug-96,17,1,15093,32,36,f,INDIVIDUAL,2,1,"92900 Cooper Road
Lake Stevenland, CO 30723"
4000, 36 months,19.52,147.68,D,D4,ECC Captain,9 years,RENT,42000,Not Verified,Nov-13,Fully Paid,debt_consolidation,Debt Consolidation,15.94,Jan-96,6,0,8238,84.1,9,f,INDIVIDUAL,0,0,"55366 Pierce Estates Apt. 548
New Jamie, DE 70466"
12000, 36 months,10.99,392.81,B,B3,Senior Hiring Specialist,7 years,MORTGAGE,55770,Verified,Sep-14,Fully Paid,credit_card,Credit card refinancing,6.77,Feb-99,11,6,7469,30,28,f,INDIVIDUAL,0,0,"USS Ramos
FPO AE 48052"
20000, 36 months,12.41,668.21,C,C3,American Medical Association,7 years,MORTGAGE,110000,Verified,Nov-08,Fully Paid,credit_card,"credit card, consolidate and home improv",10.92,Mar-94,13,0,25717,33.9,34,f,INDIVIDUAL,,0,"78009 Myers Street
Robertborough, MN 29597"
2525, 36 months,28.67,105.36,G,G4,Admin Asst,5 years,OWN,29000,Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,37.38,Jun-04,17,1,8394,51.8,24,w,INDIVIDUAL,1,1,"842 Mills Neck
South Brianna, MD 48052"
20000, 36 months,11.48,659.33,B,B5,Machine Operator,6 years,MORTGAGE,65000,Not Verified,Jan-16,Fully Paid,home_improvement,Home improvement,7.02,Dec-03,16,1,7478,36.1,30,w,INDIVIDUAL,1,1,"53783 Antonio Villages
Banksburgh, OK 00813"
15000, 60 months,18.24,382.87,D,D5,Warehouse/Maint Manager,3 years,RENT,36000,Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,12.8,Dec-93,5,0,6028,48,9,w,INDIVIDUAL,0,0,"302 Burnett Stream Apt. 183
West Richard, KY 48052"
12000, 36 months,8.39,378.2,A,A5,Master Teacher,1 year,MORTGAGE,51000,Not Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,25.95,Sep-04,18,0,11897,72.1,56,w,INDIVIDUAL,3,0,"367 Werner Isle Suite 849
Thompsonmouth, DC 00813"
13925, 36 months,13.66,473.63,C,C3,Customer Services,8 years,RENT,33280,Verified,Nov-14,Charged Off,credit_card,Credit card refinancing,12.59,Oct-08,4,0,14163,96.3,7,w,INDIVIDUAL,0,0,"72457 Cardenas Club
Lake Ann, MD 93700"
14975, 60 months,22.99,422.07,F,F1,Office Manager,5 years,RENT,41600,Source Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,26.54,Jun-07,16,0,14467,69.6,27,f,INDIVIDUAL,0,0,"51825 Thompson Prairie
New Amber, AK 00813"
5000, 36 months,11.48,164.85,B,B2,saint francis church,4 years,OWN,30000,Not Verified,Dec-09,Fully Paid,other,pay on time ,16.4,Sep-93,3,0,1149,23.9,12,f,INDIVIDUAL,,0,"9860 Mcknight Drives
Fowlerborough, WY 05113"
18400, 36 months,9.91,592.94,B,B1,Dept of Info Resources,3 years,RENT,62500,Source Verified,Oct-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,13.75,Aug-79,17,0,20554,47.3,26,f,INDIVIDUAL,,0,"0202 Gary Row
West Kimberly, SC 29597"
25000, 36 months,10.15,808.45,B,B2,Dispatch,10+ years,MORTGAGE,115000,Source Verified,Jun-14,Fully Paid,home_improvement,Home improvement,14.21,Jun-03,11,0,45052,25.9,29,w,INDIVIDUAL,4,0,"5383 Cole Ridges
Normanmouth, SC 05113"
2500, 36 months,16.24,88.19,C,C5,Western Region HSE Manager,8 years,RENT,93500,Verified,Jan-14,Fully Paid,other,Other,14.81,Sep-00,6,0,32507,96.2,14,w,INDIVIDUAL,2,0,"4736 Clark Mountains Suite 380
Port Jeanberg, HI 22690"
18000, 36 months,7.62,560.91,A,A3,,7 years,MORTGAGE,90000,Verified,Aug-13,Fully Paid,credit_card,Credit Cards payoff,17.69,Sep-95,10,0,9275,11.8,20,w,INDIVIDUAL,4,0,"47945 Patrick Loop
New Cherylville, TN 70466"
9000, 36 months,16.55,318.87,D,D2,store manager,1 year,RENT,34000,Verified,Aug-15,Charged Off,moving,Moving and relocation,14.12,Sep-08,6,0,4187,59.8,12,f,INDIVIDUAL,0,0,"685 Robert Inlet Suite 247
Carterbury, NY 70466"
10000, 60 months,14.47,235.13,C,C2,Serviceperson,10+ years,MORTGAGE,65000,Source Verified,Jan-14,Fully Paid,debt_consolidation,pay bills,30.73,Mar-91,22,0,31492,46.6,38,f,INDIVIDUAL,1,0,"07762 Simpson Village Apt. 896
North Gregorymouth, DE 30723"
6000, 36 months,14.65,206.97,C,C5,Team Support Specialist,3 years,RENT,39000,Not Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,25.06,Mar-05,7,0,5408,83.2,8,w,INDIVIDUAL,0,0,"784 Rebecca Causeway
Lisahaven, NM 30723"
10200, 36 months,15.31,355.14,C,C2,Fegs Health and Human Services,< 1 year,RENT,36000,Verified,Jul-12,Fully Paid,wedding,Wedding Expenses,12.33,Dec-04,10,0,2869,47.8,26,f,INDIVIDUAL,0,0,"5618 Flores Route Apt. 164
New Sandra, SD 05113"
8000, 36 months,12.35,267.06,B,B4,Havas Edge,< 1 year,RENT,40000,Not Verified,Aug-13,Fully Paid,debt_consolidation,Consolidation Payment,16.38,Sep-07,14,0,3121,78,17,w,INDIVIDUAL,0,0,"2718 Garcia Tunnel
Elizabethshire, PA 22690"
30000, 36 months,15.61,1048.95,D,D1,Meat dept manager,2 years,MORTGAGE,92500,Source Verified,Jun-15,Charged Off,home_improvement,Home improvement,1.32,Oct-00,5,0,3315,12.3,19,w,INDIVIDUAL,3,0,"06015 Philip Union
Lake Whitneyton, IN 11650"
14000, 36 months,12.12,465.81,B,B3,Investment Manager,6 years,MORTGAGE,500000,Verified,Mar-12,Fully Paid,debt_consolidation,LoanConsol2,9.27,Feb-91,15,0,71046,79.9,26,f,INDIVIDUAL,,0,"06068 Dawn Estate
Port Jesse, AL 00813"
9600, 36 months,11.99,318.82,B,B5,Intergro,2 years,MORTGAGE,75000,Not Verified,May-11,Fully Paid,debt_consolidation,Debt consolidation,22.85,Oct-00,12,0,4371,40.5,47,f,INDIVIDUAL,,0,"549 Alexander Mission
Nancychester, OK 70466"
9125, 36 months,10.49,296.55,B,B2,Systems Engineer I,< 1 year,MORTGAGE,80000,Source Verified,Oct-16,Fully Paid,credit_card,Credit card refinancing,28.71,Mar-04,14,0,20486,70.6,25,f,INDIVIDUAL,1,0,"631 Romero Path
West Cynthia, TX 29597"
33000, 60 months,24.08,950.88,F,F2,paralegal,6 years,MORTGAGE,91000,Verified,Dec-13,Fully Paid,debt_consolidation,Debt consolidation,32.05,Apr-83,12,0,66319,77.4,30,f,INDIVIDUAL,3,0,"349 Francisco Mews Suite 275
Lake Amyborough, NC 05113"
10000, 36 months,12.99,336.9,C,C2,sales,3 years,RENT,49000,Not Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,16.8,Mar-06,9,0,11187,60.8,11,w,INDIVIDUAL,0,0,"USNS Little
FPO AE 29597"
25000, 60 months,23.76,715.73,F,F4,SGIA,6 years,RENT,69500,Verified,Jun-13,Fully Paid,credit_card,Pay Off Credit Cards,13.45,Oct-02,7,0,13924,92.8,13,w,INDIVIDUAL,1,0,"75671 Matthew Avenue
New Rebecca, NV 70466"
6000, 36 months,6.03,182.62,A,A1,Consumer Systems Expert,6 years,MORTGAGE,80000,Not Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,6.31,Dec-02,14,0,8616,12.6,44,w,INDIVIDUAL,5,0,"USNS Doyle
FPO AA 29597"
10000, 36 months,12.12,332.72,B,B3,,4 years,RENT,37000,Verified,Aug-12,Fully Paid,small_business,Business,8.4,Dec-01,11,0,5943,15.5,19,f,INDIVIDUAL,0,0,"245 Vaughan Harbor
North Megan, MA 70466"
19500, 36 months,15.59,681.63,D,D1,Merchandiser,5 years,MORTGAGE,39000,Verified,Nov-14,Charged Off,debt_consolidation,Debt consolidation,22.28,Oct-08,8,0,10205,73.4,12,w,INDIVIDUAL,0,0,"340 Gonzales Circle
New Toddland, MN 48052"
14500, 36 months,8.39,457,A,A5,Police officer,7 years,MORTGAGE,59500,Not Verified,Jul-14,Fully Paid,major_purchase,Major purchase,14.49,Dec-94,9,0,6995,34.6,36,w,INDIVIDUAL,3,0,"7474 Clayton Stream
Williamsburgh, VA 30723"
25325, 60 months,25.57,751.81,F,F5,Dispatcher ,10+ years,MORTGAGE,65000,Source Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,16.01,Mar-06,9,0,44142,29.9,25,f,INDIVIDUAL,3,0,"USS Brown
FPO AA 22690"
2200, 36 months,9.17,70.14,B,B2,TEACHER,10+ years,MORTGAGE,75000,Source Verified,Nov-15,Fully Paid,credit_card,Credit card refinancing,5.89,Jul-05,10,0,3685,19,36,w,INDIVIDUAL,1,0,"146 Jacob Junction Suite 603
Cynthiafort, KS 48052"
18475, 36 months,14.31,634.22,C,C4,,,OWN,48000,Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,34.83,Jun-84,12,2,31792,57.6,21,f,INDIVIDUAL,3,2,"24786 James Trace
Rosarioborough, DE 70466"
15000, 36 months,10.99,491.01,B,B4,Customs and border protection officer,6 years,RENT,69000,Not Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,25.67,May-05,13,0,4828,43.1,51,w,INDIVIDUAL,1,0,"68590 Amy Fall
Jasonmouth, NY 48052"
9000, 36 months,9.8,289.57,B,B3,sales,< 1 year,RENT,43000,Source Verified,Dec-15,Charged Off,credit_card,Credit card refinancing,11.61,Oct-08,5,0,10582,40.7,7,w,INDIVIDUAL,0,0,"91988 David Terrace
Jonathanmouth, SD 22690"
12000, 36 months,9.25,383,A,A5,Michael Baker Jr. Inc.,10+ years,MORTGAGE,105000,Source Verified,Sep-13,Fully Paid,debt_consolidation,Debt consolidation,19.65,Feb-93,18,0,78738,47.4,36,f,INDIVIDUAL,8,0,"0890 William Isle
Janiceshire, WV 05113"
6000, 36 months,14.65,206.97,C,C2,the wilson group,10+ years,MORTGAGE,110000,Source Verified,Jun-12,Fully Paid,debt_consolidation,consolidation,8.98,Jan-94,18,0,10882,58.5,52,f,INDIVIDUAL,4,0,"00429 Michael Inlet Apt. 184
Yatesborough, CO 29597"
16000, 60 months,15.31,383.25,C,C4,Marketing/Sales,10+ years,MORTGAGE,40000,Not Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,26.07,Jun-97,15,0,10955,47.6,25,f,INDIVIDUAL,5,0,"9168 Watson Plains
West Christopher, ID 70466"
10000, 36 months,15.88,350.98,C,C4,Usps,10+ years,OWN,58000,Source Verified,Oct-13,Fully Paid,debt_consolidation,payoff,6,Apr-96,5,0,11120,74.7,9,f,INDIVIDUAL,0,0,"USCGC Martinez
FPO AE 22690"
9000, 36 months,10.99,294.61,B,B2,Water Systems Mech ll ,10+ years,MORTGAGE,45000,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,10.99,Mar-93,8,0,3250,61.3,21,f,INDIVIDUAL,1,0,"26671 Peck Roads Suite 342
North Nicole, NV 05113"
8400, 36 months,9.99,271.01,B,B3,Purchasing manager,7 years,MORTGAGE,90000,Source Verified,Aug-15,Fully Paid,home_improvement,Home improvement,6.88,May-00,3,0,0,0,18,w,INDIVIDUAL,2,0,"240 Williams Vista
Molinaborough, WI 22690"
6000, 36 months,9.99,193.58,B,B3,Shop foreman,10+ years,RENT,115000,Source Verified,Apr-15,Fully Paid,other,Other,28.78,Oct-96,21,1,12527,40.2,32,w,INDIVIDUAL,1,0,"31633 Houston Alley Suite 286
Bonillaland, MN 29597"
14000, 60 months,17.14,349,D,D4,project analyst,< 1 year,MORTGAGE,76000,Source Verified,Feb-15,Charged Off,debt_consolidation,Debt consolidation,28.12,Jul-03,14,0,14598,42.3,23,w,INDIVIDUAL,2,0,"7632 Jennifer Motorway Apt. 851
West Nicolemouth, MO 30723"
12375, 60 months,18.84,319.93,E,E2,Developmental Instructor,10+ years,MORTGAGE,32680,Source Verified,Apr-15,Charged Off,credit_card,Credit card refinancing,12.19,Mar-01,5,0,16545,55.3,10,f,INDIVIDUAL,1,0,"735 Breanna Meadow Apt. 348
Port Jessica, DE 86630"
25000, 36 months,14.99,866.52,C,C5,MANAGER/SPEECH PATHOLOGIST,10+ years,MORTGAGE,85000,Source Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,18.13,Jul-84,21,0,34589,48.3,51,f,INDIVIDUAL,7,0,"266 Jackson Mount Suite 863
South Jaimemouth, ND 48052"
12000, 36 months,8.19,377.09,A,A5,District sales Manager,10+ years,MORTGAGE,150000,Not Verified,Jan-15,Fully Paid,other,Other,13.24,Jun-02,10,0,19078,34,32,w,INDIVIDUAL,4,0,"PSC 1214, Box 3746
APO AA 05113"
11875, 36 months,19.19,436.44,E,E3,banker,5 years,MORTGAGE,60000,Source Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,37.39,Jul-03,9,0,17627,63.6,21,f,INDIVIDUAL,2,0,"743 Khan Hollow Suite 494
Rachelchester, DE 48052"
22475, 36 months,15.31,782.52,C,C2,PNC,10+ years,MORTGAGE,65000,Source Verified,Oct-12,Fully Paid,debt_consolidation,DebtConsolidation,23.28,Jun-99,8,0,12159,77.9,16,w,INDIVIDUAL,4,0,"411 Kevin Trail Suite 314
Victorside, OH 48052"
22000, 60 months,9.99,467.33,B,B3,Officer,10+ years,RENT,125000,Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,28.67,Mar-98,15,0,75888,83.7,28,w,INDIVIDUAL,1,0,"PSC 5528, Box 1237
APO AE 70466"
7500, 36 months,16.59,265.87,D,D1,dispatcher,9 years,MORTGAGE,55000,Source Verified,Apr-14,Charged Off,debt_consolidation,Debt consolidation,27.65,Jan-03,18,0,8616,46.3,36,w,INDIVIDUAL,1,0,"898 Anna Well
Mathisville, GA 30723"
2400, 36 months,9.16,76.5,B,B2,Advanced Cook,< 1 year,RENT,18000,Source Verified,Apr-16,Fully Paid,other,Other,23.47,Apr-03,3,0,1972,0,8,w,INDIVIDUAL,0,0,"PSC 8634, Box 3132
APO AP 22690"
19225, 60 months,16.99,477.69,D,D3,Site Manager,2 years,MORTGAGE,265000,Source Verified,Oct-14,Charged Off,debt_consolidation,Debt consolidation,17.29,Apr-93,16,0,39758,92.7,25,w,INDIVIDUAL,1,0,"01795 Barker Manor
Lake Paulville, NC 30723"
2875, 36 months,12.12,95.66,B,B3,"Ernst & Young, LLP",7 years,MORTGAGE,138000,Verified,Apr-13,Charged Off,debt_consolidation,Misc Bills Consolidation,15.38,Sep-02,10,1,9719,61.9,23,f,INDIVIDUAL,3,1,"2695 Richard Parks Apt. 251
Jessicaton, RI 30723"
25000, 36 months,11.14,820.13,B,B2,Wynn Resorts,8 years,MORTGAGE,100000,Verified,Apr-13,Fully Paid,debt_consolidation,Stability,8.7,Jan-85,7,0,12744,81.7,18,w,INDIVIDUAL,5,0,"0411 Robert Light
Owenschester, IL 70466"
9000, 36 months,13.11,303.73,B,B4,Wells Fargo Bank,2 years,RENT,50000,Not Verified,Dec-12,Fully Paid,credit_card,Dependence,13.94,Mar-93,19,0,14675,53.8,36,f,INDIVIDUAL,0,0,"406 Dunn Freeway
Whitneyshire, SD 22690"
31200, 60 months,21.97,861.18,E,E5,Sprint,10+ years,MORTGAGE,83000,Verified,Jun-12,Fully Paid,home_improvement,Loan,19.53,Mar-97,12,0,9418,85.2,43,f,INDIVIDUAL,4,0,"090 Samantha Manor
North Brandi, MN 48052"
4275, 36 months,18.92,156.54,D,D4,Sr. Analyst Marketing,1 year,RENT,71400,Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,11.12,Aug-06,8,0,7437,17.8,22,w,INDIVIDUAL,0,0,"37256 Ronald Islands Suite 455
North Samuelmouth, LA 30723"
15000, 36 months,10.15,485.07,B,B2,Sheriff's Records Officer II,10+ years,MORTGAGE,80000,Not Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,15.63,Sep-93,9,1,13009,50.4,15,w,INDIVIDUAL,3,1,"93265 Stacey Ridges Apt. 156
Allisonchester, IL 22690"
9600, 36 months,16.99,342.22,D,D3,Course Development Specialist ,8 years,RENT,39000,Verified,Sep-15,Fully Paid,debt_consolidation,Debt consolidation,24.28,Apr-04,27,0,7349,37.1,35,f,INDIVIDUAL,0,0,"1892 Dennis Road Suite 462
North Randyborough, NM 30723"
35000, 36 months,17.77,1261.3,D,D1,Intercontinental Exchange,5 years,OWN,300000,Verified,May-13,Charged Off,credit_card,credit card refinance,23.45,Jun-94,21,0,173518,76.9,45,f,INDIVIDUAL,7,0,"Unit 9977 Box 3646
DPO AP 86630"
8000, 36 months,13.67,272.15,B,B5,Web Developer,3 years,RENT,70000,Source Verified,Nov-13,Fully Paid,debt_consolidation,Debt consolidation,12.64,Oct-97,16,0,8438,58.6,25,f,INDIVIDUAL,0,0,"PSC 3452, Box 7255
APO AA 29597"
7500, 36 months,12.49,250.87,B,B4,Distribution Manager,6 years,RENT,40560,Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,19.6,May-02,20,0,4788,33.2,44,f,INDIVIDUAL,0,0,"USCGC Watkins
FPO AA 70466"
6000, 36 months,9.17,191.28,B,B1,installer,1 year,RENT,32000,Verified,Jun-14,Charged Off,debt_consolidation,Debt consolidation,7.73,Nov-05,8,0,5334,39.2,12,f,INDIVIDUAL,0,0,"50267 Banks Springs Apt. 165
Mayerport, MS 86630"
10000, 36 months,14.33,343.39,C,C1,Hubbardton Forge,< 1 year,RENT,54000,Verified,Nov-12,Fully Paid,debt_consolidation,Get Out of Debt 2012,18.31,Dec-95,12,0,27828,52.1,39,f,INDIVIDUAL,1,0,"35763 James Square
Pittmanchester, UT 48052"
3900, 36 months,12.23,129.97,C,C1,BMW of Farifax,1 year,RENT,40000,Not Verified,Jan-11,Fully Paid,debt_consolidation,Pay off Chase CC,19.44,Feb-02,13,0,5075,45.7,18,f,INDIVIDUAL,,0,"2085 Phillips Greens
Browningport, CA 05113"
19000, 36 months,7.62,592.07,A,A3,CONDUCTOR,10+ years,MORTGAGE,90000,Verified,May-14,Fully Paid,credit_card,Credit card refinancing,27.04,Aug-93,11,0,30548,46.4,21,w,INDIVIDUAL,1,0,"4774 Medina Islands Apt. 072
Judyside, MN 30723"
9600, 36 months,12.49,321.11,B,B5,Senior Real Property Agent,7 years,MORTGAGE,85000,Source Verified,May-14,Fully Paid,home_improvement,Home improvement,7.37,Sep-95,8,1,1759,13,46,w,INDIVIDUAL,2,1,"0631 Cynthia River Suite 820
South Cynthia, RI 70466"
15000, 36 months,8.9,476.3,A,A5,Bus Driver,9 years,OWN,45000,Source Verified,Dec-13,Fully Paid,credit_card,Ultimate Manuver,19.28,Oct-98,14,0,15601,34.7,30,w,INDIVIDUAL,0,0,"USNS Guerra
FPO AA 30723"
10000, 60 months,18.99,259.36,D,D3,Hr,10+ years,MORTGAGE,80000,Verified,Aug-16,Fully Paid,debt_consolidation,Debt consolidation,19.01,Oct-91,15,1,26745,74.9,34,w,INDIVIDUAL,3,1,"862 Villanueva Well
Carterton, HI 48052"
35000, 60 months,19.19,911.59,E,E3,Business analyst ,5 years,MORTGAGE,86000,Source Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,18.07,Nov-03,17,0,27370,47.3,31,w,INDIVIDUAL,3,0,"Unit 5237 Box 0312
DPO AP 30723"
14400, 36 months,15.22,500.74,C,C3,Golub Corp,8 years,RENT,52000,Not Verified,Sep-13,Fully Paid,credit_card,Working college grad trying to pay debt,19.3,Apr-08,18,0,10364,56,32,f,INDIVIDUAL,0,0,"792 Bell Springs
Johnsontown, HI 05113"
10000, 36 months,7.89,312.86,A,A5,Supervisor,8 years,OWN,160000,Source Verified,Nov-15,Fully Paid,home_improvement,Home improvement,3.07,Jun-06,12,1,4876,13.4,35,w,INDIVIDUAL,5,1,"5767 Johnson Forks Suite 428
Jonesbury, NJ 22690"
1000, 36 months,12.59,33.5,C,C2,Store Manager,3 years,RENT,43500,Source Verified,Dec-15,Fully Paid,credit_card,Credit card refinancing,22.57,Jan-99,21,1,3069,6.5,36,w,INDIVIDUAL,1,1,"55772 Susan Causeway Apt. 632
Brittanyberg, AL 70466"
29300, 36 months,19.19,1076.84,E,E3,General Sales Manager,3 years,RENT,150000,Source Verified,May-15,Fully Paid,credit_card,Credit card refinancing,21.01,Jun-08,13,0,11006,49.6,22,f,INDIVIDUAL,0,0,"3826 Daniel Centers Suite 743
Rachelborough, NH 05113"
35000, 60 months,11.67,772.74,B,B4,Underwriter,2 years,RENT,300000,Source Verified,Oct-14,Fully Paid,home_improvement,Home improvement,1.35,Sep-05,3,0,409,2.4,38,w,INDIVIDUAL,0,0,"0086 Lucas Villages
Coreyfurt, MS 29597"
30000, 36 months,8.49,946.89,B,B1,"Administrator, School of Medicine",10+ years,MORTGAGE,113000,Source Verified,Jan-16,Fully Paid,debt_consolidation,Debt consolidation,15.89,Jun-02,13,0,26614,41.1,42,w,INDIVIDUAL,6,0,"9997 Michael Rapids
East Davidside, KS 05113"
